order_id;accepted_at;product_id;quantity;regular_price;price;cost_price
1517771275;2022-01-14 14:43:34;8490;1;245;169;139
1517480960;2022-01-13 18:36:28;8490;1;245;169;139
1517471653;2022-01-13 08:43:20;8490;1;245;169;139
1517673448;2022-01-13 22:43:27;8490;1;245;169;139
1517699375;2022-01-13 18:35:33;8490;1;245;169;139
1517893385;2022-01-14 13:28:06;8490;1;245;169;139
1517657278;2022-01-13 12:22:49;8490;1;245;169;139
1517480376;2022-01-13 15:53:39;8490;1;245;169;139
1517760352;2022-01-14 13:59:47;110406;2;84;74;42
1518437634;2022-01-16 17:52:32;110406;1;84;74;42
1517949651;2022-01-14 19:30:16;20934;1;73;39;25
1517773800;2022-01-14 10:16:53;20934;2;73;39;25
1518662077;2022-01-16 11:44:10;20934;1;73;39;25
1518347141;2022-01-15 12:17:42;20934;1;73;39;25
1518745636;2022-01-16 15:15:32;20934;5;73;39;25
1518229002;2022-01-15 18:35:13;20934;1;73;39;25
1518012558;2022-01-15 20:35:45;20934;5;73;39;25
1517739276;2022-01-14 18:08:26;20934;2;73;39;25
1518479739;2022-01-16 19:28:19;20934;1;73;39;25
1518348540;2022-01-15 10:52:33;16521;1;95;79;67
1517793573;2022-01-14 18:17:57;16521;1;95;79;67
1518017068;2022-01-14 13:18:26;16521;1;95;79;67
1518086250;2022-01-15 13:43:11;16521;1;95;79;67
1517569672;2022-01-13 16:32:59;16521;1;95;79;67
1517651444;2022-01-13 10:20:31;16521;1;95;79;67
1517749906;2022-01-14 18:50:18;16521;2;95;79;67
1517650732;2022-01-13 18:25:15;16521;1;95;79;67
1517612065;2022-01-14 17:34:53;16521;1;95;79;67
1517433653;2022-01-13 14:33:41;16521;2;95;79;67
1517514900;2022-01-13 16:48:19;16521;1;95;79;67
1518111991;2022-01-15 22:47:24;7166;1;109;84;53
1517577981;2022-01-13 11:59:38;7166;1;109;84;53
1518098429;2022-01-15 14:52:59;11489;1;499;408;236
1518098475;2022-01-15 14:16:58;11489;1;499;408;236
1518190670;2022-01-15 20:24:33;59272;1;199;156;120
1517620124;2022-01-13 20:20:05;3822;1;209;173;129
1517713232;2022-01-14 12:24:45;3822;1;209;173;129
1518186450;2022-01-15 11:57:35;3822;1;209;173;129
1517508251;2022-01-13 12:40:32;3822;1;209;173;129
1517391160;2022-01-13 15:58:10;3822;2;209;173;129
1517596993;2022-01-13 22:38:10;3822;1;209;173;129
1518260225;2022-01-15 17:14:58;3822;1;209;173;128
1518702430;2022-01-16 12:19:45;3822;2;209;173;128
1518395409;2022-01-16 12:29:32;3822;1;209;173;128
1517895552;2022-01-14 10:21:56;3822;1;209;173;129
1516764784;2022-01-10 20:24:31;6198;1;209;171;114
1516538643;2022-01-10 18:49:33;6198;1;209;171;114
1516698538;2022-01-10 15:42:01;391;1;359;275;171
1517132915;2022-01-12 19:09:59;2593;1;319;319;144
1517086721;2022-01-11 19:02:24;9096;1;289;227;125
1516814580;2022-01-10 17:21:26;2506;1;122;104;62
1516508527;2022-01-10 17:54:54;2506;4;122;104;62
1516591402;2022-01-10 09:56:45;20934;2;73;41;25
1516720349;2022-01-10 15:25:03;20934;2;73;41;25
1517094654;2022-01-11 11:47:36;15723;3;159;104;109
1516665966;2022-01-10 14:19:47;15723;1;159;104;109
1517024588;2022-01-12 19:23:32;17122;1;169;130;74
1517320530;2022-01-12 13:42:06;105797;1;125;88;82
1517073135;2022-01-11 18:23:31;19210;1;99;99;48
1516790204;2022-01-10 15:30:15;16521;1;95;95;67
1516781843;2022-01-11 14:41:50;16521;1;95;95;67
1516851521;2022-01-10 20:33:09;16521;1;95;95;67
1516868764;2022-01-11 19:50:08;16521;1;95;95;67
1516798894;2022-01-11 16:17:10;16521;1;95;95;67
1517469097;2022-01-12 20:33:15;16521;1;95;95;67
1517384760;2022-01-12 18:48:31;16521;1;95;95;67
1517038167;2022-01-11 12:55:04;16521;1;95;95;67
1517354820;2022-01-12 11:54:38;8490;1;245;245;139
1517264675;2022-01-12 20:00:08;8490;1;245;245;139
1516551305;2022-01-10 15:27:03;8490;1;245;245;139
1516932046;2022-01-11 10:44:18;8490;1;245;245;139
1516754552;2022-01-10 17:24:38;3822;1;209;209;133
1516837074;2022-01-11 14:40:49;3822;1;209;209;133
1516426225;2022-01-10 09:13:32;3822;1;209;209;138
1516803794;2022-01-10 15:04:09;3822;1;209;209;138
1517021660;2022-01-11 22:37:37;11489;1;499;499;236
1518489157;2022-01-15 15:22:40;17720;1;89;89;52
1518483682;2022-01-16 22:23:16;17720;1;89;89;52
1518423999;2022-01-16 20:22:09;17720;1;89;89;52
1518283275;2022-01-15 12:57:15;17720;1;89;89;52
1517492262;2022-01-13 10:56:23;17720;1;89;89;52
1517423977;2022-01-12 09:24:28;17720;1;89;89;52
1517646158;2022-01-13 14:57:21;17720;1;89;89;52
1517941701;2022-01-15 11:32:54;17720;1;89;89;52
1516992757;2022-01-10 09:22:27;17720;2;89;89;52
1516686375;2022-01-10 09:31:04;17720;1;89;89;52
1517420339;2022-01-13 11:25:08;17720;1;89;89;52
1516510641;2022-01-10 13:55:17;17720;1;89;89;52
1517554955;2022-01-13 19:44:39;17720;2;89;89;52
1518017572;2022-01-15 14:26:50;17720;1;89;89;52
1518701141;2022-01-16 21:01:54;17720;1;89;89;52
1518045134;2022-01-15 11:02:32;17720;1;89;89;52
1517992883;2022-01-15 20:18:45;17720;3;89;89;52
1516475183;2022-01-10 10:19:55;17720;1;89;89;52
1517942973;2022-01-14 19:29:40;17720;4;89;89;52
1518584129;2022-01-16 18:34:31;17720;1;89;89;52
1517710227;2022-01-13 08:43:41;17720;1;89;89;52
1518541012;2022-01-16 22:59:00;17720;2;89;89;52
1517874852;2022-01-14 12:35:52;17720;9;89;89;52
1516426225;2022-01-10 09:13:32;17720;1;89;89;52
1516708629;2022-01-10 13:38:39;17720;1;89;89;52
1517792068;2022-01-14 20:52:51;17720;1;89;89;52
1517144983;2022-01-12 08:32:53;17720;1;89;89;52
1517650649;2022-01-13 11:11:03;17720;1;89;89;52
1517972781;2022-01-15 20:43:29;17720;2;89;89;52
1517570968;2022-01-13 12:36:24;17720;1;89;89;52
1518671112;2022-01-16 21:18:17;17720;1;89;89;52
1517577255;2022-01-13 15:28:06;17720;2;89;89;52
1517534929;2022-01-13 22:58:29;17720;1;89;89;52
1517454319;2022-01-13 09:22:29;17720;1;89;89;52
1517949651;2022-01-14 19:30:16;17720;1;89;89;52
1517294419;2022-01-12 22:51:52;17720;1;89;89;52
1518122804;2022-01-15 09:58:23;17720;1;89;89;52
1518322282;2022-01-15 18:18:17;17720;2;89;89;52
1518459261;2022-01-16 20:38:52;17720;2;89;89;52
1517160742;2022-01-12 11:27:51;17720;2;89;89;52
1517679893;2022-01-14 19:26:27;17720;3;89;89;52
1517519505;2022-01-13 11:33:44;17720;2;89;89;52
1518201112;2022-01-15 20:53:57;17720;2;89;89;52
1517405975;2022-01-13 18:31:26;24290;1;129;129;76
1518476460;2022-01-16 18:46:44;24290;1;129;129;76
1518476655;2022-01-16 20:20:20;24290;1;129;129;76
1517041598;2022-01-12 14:41:22;24290;1;129;129;76
1518265328;2022-01-15 13:19:41;24290;1;129;129;76
1517776064;2022-01-14 16:22:26;5049;1;119;119;75
1518505458;2022-01-16 14:09:47;5049;1;119;119;75
1517892404;2022-01-14 19:21:48;5049;1;119;119;75
1518125496;2022-01-15 17:44:07;5049;1;119;60;75
1516854010;2022-01-11 21:00:30;5049;1;119;119;75
1516905756;2022-01-11 14:40:29;5049;1;119;119;75
1516581221;2022-01-10 20:11:41;5049;1;119;119;75
1518307611;2022-01-15 18:15:00;5049;1;119;119;75
1516832931;2022-01-11 21:57:01;5049;1;119;119;75
1517160315;2022-01-12 09:52:13;5049;1;119;119;75
1517453662;2022-01-13 11:53:31;5049;1;119;119;75
1516911901;2022-01-11 17:51:34;2142;1;37;37;19
1516621886;2022-01-10 17:31:24;2142;2;37;37;19
1516746004;2022-01-10 14:05:51;2142;4;37;37;19
1516848335;2022-01-11 18:53:02;15017;1;57;57;30
1516861284;2022-01-11 08:37:47;15017;1;57;57;30
1517818042;2022-01-14 18:36:13;15017;1;57;57;30
1516635218;2022-01-10 18:45:11;20928;1;349;349;174
1518321111;2022-01-15 08:39:13;20928;1;349;349;174
1516517991;2022-01-10 22:08:32;26767;1;42;42;26
1517064830;2022-01-12 20:09:19;26767;1;42;42;26
1517735136;2022-01-14 15:41:19;26767;1;42;42;26
1517703869;2022-01-13 09:26:11;20928;1;349;349;174
1518105783;2022-01-15 13:28:51;26767;3;42;42;26
1518208828;2022-01-15 13:55:09;2641;1;159;159;110
1517712881;2022-01-13 14:12:07;2641;1;159;159;107
1517065333;2022-01-12 20:35:38;2641;1;159;159;106
1517300613;2022-01-12 19:50:37;2641;1;159;159;106
1517134274;2022-01-12 20:09:21;2641;1;159;159;106
1517202715;2022-01-12 19:17:53;2641;1;159;159;106
1517055980;2022-01-11 19:31:59;2641;1;159;159;106
1516538643;2022-01-10 18:49:33;2641;1;159;159;106
1516697653;2022-01-10 14:25:19;2641;1;159;159;106
1518508024;2022-01-16 21:04:36;2641;1;159;159;110
1518251411;2022-01-16 12:53:49;2641;1;159;159;111
1518031472;2022-01-15 20:17:42;2641;1;159;159;110
1518262237;2022-01-15 17:39:44;2641;1;159;159;110
1518416717;2022-01-16 15:13:05;89678;1;159;159;59
1518495483;2022-01-16 22:22:19;823;1;84;84;54
1518113508;2022-01-15 15:04:27;823;2;84;84;54
1517790106;2022-01-14 16:06:12;50702;1;109;109;58
1516633805;2022-01-10 15:30:00;50702;1;109;109;58
1516936586;2022-01-11 16:40:23;50702;1;109;109;58
1516536023;2022-01-10 21:59:00;50702;1;109;109;58
1516813936;2022-01-10 18:21:56;50702;1;109;109;58
1516853642;2022-01-11 13:41:22;50702;1;109;109;58
1516942457;2022-01-11 16:34:25;50702;1;109;109;58
1516523062;2022-01-10 19:50:33;50702;1;109;109;58
1516796715;2022-01-11 11:51:26;50702;2;109;109;58
1518101069;2022-01-15 13:21:32;50702;1;109;109;58
1518458103;2022-01-16 13:31:58;50702;1;109;109;58
1517855257;2022-01-13 14:04:09;50702;2;109;109;58
1518404733;2022-01-16 13:52:24;50702;1;109;109;58
1517399866;2022-01-13 11:56:12;50702;1;109;109;58
1517510906;2022-01-13 10:05:49;50702;2;109;109;58
1517453662;2022-01-13 11:53:31;50702;1;109;109;58
1517206907;2022-01-12 20:58:24;50702;1;109;109;58
1518108358;2022-01-14 20:11:14;50702;1;109;109;58
1518160878;2022-01-15 12:15:17;50702;1;109;109;58
1517751579;2022-01-14 18:14:36;50702;1;109;109;58
1517049561;2022-01-12 15:23:22;50702;1;109;109;58
1517323820;2022-01-12 14:49:54;50702;1;109;109;58
1517250185;2022-01-12 08:02:34;50702;1;109;109;58
1517090356;2022-01-11 17:54:14;50702;1;109;109;58
1516902518;2022-01-11 18:29:34;50702;1;109;109;58
1516702340;2022-01-10 20:20:41;50702;1;109;109;58
1516886722;2022-01-11 12:03:14;50702;1;109;109;58
1516585448;2022-01-10 13:57:37;50702;1;109;109;58
1518391448;2022-01-16 22:24:04;50702;1;109;109;58
1517937013;2022-01-14 15:18:02;50702;2;109;109;58
1518551835;2022-01-16 14:50:22;50702;1;109;109;58
1517430797;2022-01-13 08:36:28;50702;1;109;109;58
1518377694;2022-01-15 19:47:24;20739;1;209;209;110
1516560840;2022-01-10 21:15:44;20739;1;209;209;110
1517587963;2022-01-13 20:22:14;20739;1;209;209;110
1517835558;2022-01-14 16:51:59;20739;1;209;209;110
1516970828;2022-01-11 19:19:32;20739;1;209;209;110
1517854413;2022-01-14 14:30:43;20739;1;209;209;110
1518198342;2022-01-15 13:57:15;20739;1;209;209;110
1517291094;2022-01-12 18:51:01;20739;1;209;209;110
1516949340;2022-01-11 09:58:26;20739;1;209;209;110
1518334518;2022-01-15 20:03:54;20739;1;209;209;110
1518031277;2022-01-15 22:20:16;20739;1;209;209;110
1517910289;2022-01-14 19:51:27;20739;1;209;209;110
1516753040;2022-01-10 12:58:09;20739;1;209;209;110
1517880428;2022-01-14 21:31:31;20739;1;209;209;110
1516826030;2022-01-11 15:44:23;99203;1;189;189;69
1517217926;2022-01-12 18:58:59;99203;1;189;189;69
1517839456;2022-01-14 09:02:35;52522;1;136;136;75
1517084517;2022-01-12 13:02:19;52522;1;136;136;75
1517521940;2022-01-13 17:16:40;2283;2;122;122;68
1517650072;2022-01-13 12:02:31;45321;1;279;279;184
1518181959;2022-01-15 19:55:32;45321;1;279;279;184
1517190114;2022-01-12 21:34:39;45321;1;279;279;184
1517297512;2022-01-12 20:12:26;45321;1;279;279;184
1518031472;2022-01-15 20:17:42;45321;1;279;279;184
1517796287;2022-01-14 10:09:57;45321;1;279;279;184
1518331760;2022-01-15 16:41:50;45321;1;279;279;184
1517243478;2022-01-12 13:33:07;45321;1;279;279;184
1517190114;2022-01-12 21:34:39;48149;1;239;239;96
1518722749;2022-01-16 15:48:53;48149;1;239;239;96
1517366436;2022-01-12 13:15:27;48149;1;239;239;96
1516526913;2022-01-10 15:04:36;48149;1;239;239;96
1517247032;2022-01-12 19:03:44;48149;1;239;239;96
1516603022;2022-01-10 11:52:29;48149;1;239;239;96
1516790426;2022-01-11 19:48:56;48149;1;239;239;96
1517591745;2022-01-13 17:41:56;48149;1;239;239;96
1518190270;2022-01-15 17:46:06;48149;1;239;239;96
1517552578;2022-01-13 16:26:22;48149;2;239;239;96
1518518790;2022-01-16 11:30:03;48149;1;239;239;96
1517248100;2022-01-12 18:36:49;48149;1;239;239;96
1518052775;2022-01-15 18:41:33;48149;1;239;239;96
1516654363;2022-01-10 14:25:44;48149;1;239;239;96
1518618947;2022-01-16 10:40:19;48149;1;239;239;96
1516444360;2022-01-10 13:10:56;2149;1;72;72;48
1516737684;2022-01-10 11:15:08;2149;1;72;72;48
1517515168;2022-01-13 14:26:22;8463;1;99;99;72
1517137977;2022-01-12 20:25:43;8463;1;99;99;72
1517206393;2022-01-12 16:26:49;8463;1;99;99;72
1517207966;2022-01-12 19:25:36;8463;1;99;99;72
1517870391;2022-01-14 20:52:43;8463;1;99;99;72
1518490169;2022-01-16 22:25:17;15953;1;499;499;361
1517116121;2022-01-11 16:47:38;15953;1;499;499;361
1517863377;2022-01-14 22:18:05;15708;1;325;325;154
1517281219;2022-01-12 20:17:44;5049;1;119;119;75
1517842627;2022-01-14 19:12:05;5049;1;119;119;75
1517445341;2022-01-13 17:11:23;5049;1;119;119;75
1516865587;2022-01-11 20:59:55;5049;1;119;119;75
1516926712;2022-01-11 12:08:43;5049;1;119;119;75
1518348540;2022-01-15 10:52:33;1650;1;185;185;128
1518671724;2022-01-16 19:14:42;1650;1;185;185;128
1517116656;2022-01-12 18:45:10;1650;1;185;185;128
1518701141;2022-01-16 21:01:54;1650;1;185;185;128
1518364871;2022-01-16 15:17:58;1650;1;185;185;128
1517728672;2022-01-14 19:11:40;18395;1;229;229;109
1518057480;2022-01-14 20:43:18;18395;1;229;229;109
1517590055;2022-01-13 17:26:15;10854;1;47;47;33
1518414677;2022-01-16 17:00:45;10854;2;47;47;33
1516638749;2022-01-10 18:36:21;10854;1;47;47;33
1517990113;2022-01-15 16:22:08;10854;1;47;47;33
1516597459;2022-01-10 16:28:48;10854;1;47;47;33
1518366079;2022-01-16 18:15:03;50702;1;109;109;58
1518784624;2022-01-16 20:11:02;50702;1;109;109;58
1517962474;2022-01-14 15:27:48;50702;1;109;109;58
1518489820;2022-01-16 19:11:19;50702;1;109;109;58
1517481351;2022-01-13 19:05:08;50702;1;109;109;58
1518443223;2022-01-16 12:42:58;50702;1;109;109;58
1517358871;2022-01-13 18:32:12;50702;1;109;109;58
1518544799;2022-01-16 12:38:55;50702;1;109;109;58
1517963966;2022-01-15 10:28:40;50702;1;109;109;58
1518627652;2022-01-16 21:11:48;50702;1;109;109;58
1517914054;2022-01-14 20:43:46;11004;1;149;149;83
1518078844;2022-01-14 13:19:31;35851;1;80;80;49
1517612065;2022-01-14 17:34:53;9866;1;799;799;552
1516843709;2022-01-10 20:00:19;25442;2;49;49;25
1518539616;2022-01-16 19:13:00;25442;1;49;49;25
1516921338;2022-01-11 11:03:45;25442;1;49;49;25
1517049974;2022-01-11 09:57:36;25442;1;49;49;25
1518177881;2022-01-15 17:23:12;2506;1;122;122;62
1517948765;2022-01-14 20:29:24;12156;1;149;149;82
1517604718;2022-01-13 18:47:12;8370;1;72;72;47
1518539301;2022-01-16 20:32:50;4296;1;307;307;172
1518435705;2022-01-16 10:52:48;12156;1;149;107;82
1517515168;2022-01-13 14:26:22;6580;1;209;209;114
1517573965;2022-01-13 18:47:50;6580;1;209;209;114
1518270516;2022-01-15 10:00:46;6580;1;209;209;114
1518544374;2022-01-16 19:34:50;44778;1;69;69;30
1517678877;2022-01-14 20:34:59;44778;1;69;69;30
1517907764;2022-01-14 22:48:34;44778;1;69;69;30
1518031472;2022-01-15 20:17:42;44778;1;69;69;30
1518536230;2022-01-16 18:28:12;44778;2;69;69;30
1518261629;2022-01-15 11:19:50;44778;1;69;69;30
1518508456;2022-01-16 16:06:48;29088;1;59;59;32
1516665966;2022-01-10 14:19:47;29088;5;59;59;31
1518038855;2022-01-15 17:54:15;29088;2;59;59;31
1518680374;2022-01-16 15:42:37;29088;1;59;59;31
1518494002;2022-01-16 12:13:14;29088;2;59;59;31
1516729710;2022-01-10 09:32:26;29088;1;59;59;31
1516585448;2022-01-10 13:57:37;29088;1;59;59;31
1518487647;2022-01-16 19:56:58;29088;3;59;59;32
1518364871;2022-01-16 15:17:58;13129;1;123;123;60
1517366104;2022-01-12 11:35:27;13129;1;123;123;59
1517937013;2022-01-14 15:18:02;13129;1;123;123;60
1517425692;2022-01-12 17:42:29;2922;1;239;239;136
1517374975;2022-01-13 12:42:34;2922;1;239;239;136
1516836978;2022-01-11 20:04:49;2922;1;239;239;136
1517879357;2022-01-14 21:21:05;2922;1;239;239;136
1517783257;2022-01-13 18:30:27;2922;1;239;239;136
1517037921;2022-01-12 15:36:03;2922;1;239;239;136
1517250544;2022-01-12 15:00:09;2922;1;239;239;136
1517715484;2022-01-13 10:34:32;2922;1;239;239;136
1517815412;2022-01-14 17:29:27;2922;1;239;239;136
1516590781;2022-01-10 11:40:53;2922;1;239;239;136
1518165191;2022-01-15 10:40:22;2922;1;239;239;136
1516753321;2022-01-10 18:02:00;2922;1;239;239;136
1516616643;2022-01-10 15:48:12;7958;1;58;58;30
1517818042;2022-01-14 18:36:13;7958;1;58;58;30
1518279284;2022-01-15 19:53:37;7958;1;58;58;30
1518430905;2022-01-16 10:26:49;6590;5;67;67;35
1518190670;2022-01-15 20:24:33;8883;1;169;169;132
1518162038;2022-01-15 22:28:45;8883;1;169;169;132
1518779764;2022-01-16 17:47:03;8883;1;169;169;132
1516951016;2022-01-11 19:00:02;8883;1;169;169;132
1518507703;2022-01-16 12:44:53;8883;1;169;169;132
1517658254;2022-01-13 14:44:31;8883;1;169;169;132
1517418098;2022-01-13 15:21:15;8883;1;169;169;132
1516314803;2022-01-10 08:57:07;8883;1;169;169;132
1518160412;2022-01-15 15:55:49;8883;1;169;169;132
1518037771;2022-01-15 09:58:30;8883;1;169;169;132
1518626387;2022-01-16 11:42:00;8883;1;169;169;132
1518628117;2022-01-16 13:24:27;8883;1;169;169;132
1517856377;2022-01-14 20:36:25;8883;1;169;169;132
1517677505;2022-01-13 16:41:04;8883;1;169;169;132
1516661502;2022-01-10 08:31:39;8883;1;169;169;132
1516859767;2022-01-11 18:36:26;8883;1;169;169;132
1518135180;2022-01-15 15:42:58;8883;1;169;169;132
1516803320;2022-01-10 17:16:38;8883;2;169;169;132
1517590055;2022-01-13 17:26:15;8883;1;169;169;132
1516667445;2022-01-10 20:25:54;8883;1;169;169;132
1516383683;2022-01-10 09:48:17;8883;1;169;169;132
1518617901;2022-01-16 14:15:42;8883;1;169;169;132
1518579602;2022-01-16 16:49:58;8883;1;169;169;132
1516592495;2022-01-10 16:13:42;8883;1;169;169;132
1517302077;2022-01-13 11:59:10;8883;1;169;169;132
1518289312;2022-01-15 13:57:43;8378;1;85;85;45
1517923230;2022-01-14 11:10:25;8378;1;85;85;45
1516499085;2022-01-10 19:39:49;8378;1;85;85;45
1517776233;2022-01-14 09:33:55;8378;1;85;85;45
1518140029;2022-01-15 16:41:41;8378;1;85;85;45
1517168772;2022-01-11 20:06:42;8378;1;85;85;45
1517950807;2022-01-15 17:12:35;8378;1;85;85;45
1518221679;2022-01-15 15:08:55;8378;1;85;85;45
1517872931;2022-01-14 13:47:42;8378;1;85;85;45
1518287391;2022-01-15 12:31:09;8378;1;85;85;45
1517606768;2022-01-14 17:57:35;10452;1;119;119;60
1517577896;2022-01-13 20:22:39;10452;1;119;119;60
1516862464;2022-01-11 17:37:50;10570;1;126;126;62
1518604310;2022-01-16 16:29:03;10570;1;126;126;62
1517650091;2022-01-14 18:14:44;11101;1;309;309;163
1518490169;2022-01-16 22:25:17;15629;1;89;89;52
1517915115;2022-01-14 22:24:38;10037;1;155;131;77
1516885562;2022-01-11 15:32:04;10037;1;155;131;77
1517022046;2022-01-11 15:48:42;10037;1;155;131;77
1516837074;2022-01-11 14:40:49;10037;1;155;131;77
1516846593;2022-01-11 15:45:22;10037;1;155;131;77
1517021429;2022-01-11 11:09:43;10037;1;155;131;77
1516648750;2022-01-10 21:30:07;10037;1;155;131;77
1516834776;2022-01-11 09:53:00;10037;1;155;131;77
1516629786;2022-01-10 21:45:50;10037;1;155;131;77
1517898693;2022-01-14 22:01:05;10037;2;155;131;77
1517872239;2022-01-14 16:30:21;10037;1;155;131;77
1517701118;2022-01-14 15:09:38;10037;1;155;131;77
1517933369;2022-01-14 14:46:44;10037;3;155;131;77
1517831715;2022-01-14 10:26:42;10037;2;155;131;77
1517926728;2022-01-14 09:32:55;10037;1;155;131;77
1517430038;2022-01-13 17:36:22;10037;1;155;131;77
1517468142;2022-01-13 21:44:16;10037;1;155;131;77
1517554955;2022-01-13 19:44:39;10037;1;155;131;77
1517325876;2022-01-12 22:55:36;10037;1;155;131;77
1517634708;2022-01-13 11:05:54;10037;1;155;131;77
1517582173;2022-01-13 09:56:46;10037;1;155;131;77
1517114595;2022-01-12 20:47:31;10037;1;155;131;77
1517202913;2022-01-12 19:34:21;10037;1;155;131;77
1517153757;2022-01-12 16:46:00;10037;1;155;131;77
1517400080;2022-01-12 14:33:02;10037;1;155;131;77
1517256058;2022-01-12 14:07:36;10037;1;155;131;77
1516865671;2022-01-11 21:37:02;10037;1;155;131;77
1517369344;2022-01-12 09:11:09;10037;1;155;131;77
1516973340;2022-01-11 15:58:48;10037;1;155;131;77
1518677000;2022-01-16 19:33:45;10037;1;155;131;77
1518335746;2022-01-16 12:22:02;10037;1;155;131;77
1518712794;2022-01-16 10:25:13;10037;1;155;131;77
1518078896;2022-01-15 17:32:45;10037;2;155;131;77
1518615421;2022-01-16 15:46:34;10037;2;155;131;77
1518486545;2022-01-16 16:03:59;10037;1;155;131;77
1518448050;2022-01-16 18:49:26;10037;1;155;131;77
1518244903;2022-01-15 17:59:36;10037;1;155;131;77
1518281857;2022-01-15 13:02:18;10037;1;155;131;77
1518167622;2022-01-15 16:20:53;10037;1;155;131;77
1518157272;2022-01-15 14:08:18;10037;2;155;131;77
1518232237;2022-01-15 16:51:46;10037;1;155;131;77
1518289149;2022-01-15 10:38:46;10037;1;155;131;77
1517854690;2022-01-14 17:39:51;9192;2;31;31;23
1517602605;2022-01-13 17:51:53;9192;3;31;31;23
1518190598;2022-01-15 16:34:23;9192;1;31;31;23
1517405253;2022-01-13 15:26:40;9192;8;31;31;23
1518101846;2022-01-15 11:30:59;10332;1;135;135;69
1517691376;2022-01-13 21:35:15;10332;1;135;135;69
1518348540;2022-01-15 10:52:33;3667;1;135;135;72
1518266825;2022-01-15 12:25:56;3667;1;135;135;72
1518301215;2022-01-15 17:26:23;34639;1;125;125;75
1518667004;2022-01-16 16:46:18;34639;1;125;125;75
1518585587;2022-01-16 10:04:01;34639;1;125;125;75
1518500934;2022-01-16 17:15:25;34639;1;125;125;75
1517836840;2022-01-14 09:40:25;12315;1;249;249;115
1518094271;2022-01-15 15:02:30;12315;1;249;249;115
1518211546;2022-01-15 16:16:29;4507;1;265;265;187
1517914054;2022-01-14 20:43:46;4507;1;265;265;187
1517894572;2022-01-14 16:13:32;27651;1;195;149;97
1517514900;2022-01-13 16:48:19;27651;1;195;149;97
1517758259;2022-01-14 15:32:26;27651;1;195;149;97
1517672552;2022-01-14 13:32:46;27651;1;195;149;97
1517754697;2022-01-13 21:27:34;27651;1;195;149;97
1517639211;2022-01-13 18:46:43;16865;1;117;99;54
1517915115;2022-01-14 22:24:38;16865;1;117;99;54
1518143169;2022-01-15 18:46:34;16865;1;117;99;54
1518347141;2022-01-15 12:17:42;6116;1;135;120;64
1518342316;2022-01-15 16:39:24;6116;1;135;120;64
